x,t,tf,ts
0.83138126,0.751,1.2980822,1.1823326
0.72722185,0.257,2.8794017,2.3919055
0.32617813,0.528,1.0000565,1.0000862
0.175825,0.408,0.99997413,1.0000092
0.69408435,0.33,2.4239557,1.9839178
0.2508625,0.396,0.9997462,1.0000702
0.8328062,0.309,2.873693,2.457034
0.26927188,0.209,1.0048877,0.99896234
0.2400375,0.157,1.0017325,0.99876845
0.44078436,0.684,1.0010239,1.0006707
0.37389374,0.932,1.000065,1.0000815
0.1096625,0.2,0.99971807,0.9998306
0.5160375,0.042,3.7104373,2.5252151
0.54975,0.496,1.2376392,1.1205988
0.28872812,0.502,1.0002246,1.0002481
0.384075,0.931,1.0001004,1.0001329
0.9365344,0.077,3.799336,3.3751156
0.82490623,0.284,2.964636,2.5373843
0.35234064,0.05,3.2983985,1.6223725
0.496925,0.434,1.2409397,1.1149744
0.32256874,0.925,0.9998291,0.9998359
0.73740935,0.546,1.6178601,1.3892448
0.91966873,0.381,2.7558203,2.3845475
0.26704374,0.183,1.0063184,0.99901074
0.13725312,0.202,0.999824,0.99976707
0.67894375,0.757,1.0781729,1.0413961
0.5559781,0.278,2.2270825,1.7268046
0.787675,0.057,3.798981,3.1972766
0.67994064,0.249,2.804443,2.2860126
0.85889065,0.994,1.0761564,1.0543357
0.65361565,0.476,1.6176089,1.3697922
0.01144375,0.122,1.0001792,0.9998841
0.95883125,0.174,3.5440955,3.1791568
0.9501625,0.571,2.0856986,1.7948103
0.34448126,0.143,1.9304937,1.2603081
0.8583625,0.119,3.6324415,3.1762044
0.6677156,0.087,3.5962155,2.8818429
0.79150313,0.093,3.6727958,3.128791
0.41135624,0.78,1.0004091,1.0002797
0.16966562,0.554,1.0001786,1.0002182
0.2733625,0.131,1.0812198,1.009537
0.88526565,0.341,2.8472054,2.4573405
0.56639063,0.077,3.5385847,2.6155758
0.582275,0.716,1.0289981,1.0147933
0.45861563,0.644,1.0035048,1.001851
0.7343969,0.573,1.5222396,1.3225946
0.55182815,0.137,3.133667,2.3389068
0.2112,0.806,1.0001655,1.0000563
0.8161906,0.521,1.9294965,1.6382041
0.23628438,0.167,1.0004735,0.9992236
0.10815625,0.692,1.0001683,1.0001354
0.319025,0.36,1.0027788,1.000601
0.17892188,0.696,1.0002445,1.0001587
0.47724688,0.163,2.7045407,1.8995621
0.30382186,0.803,1.0001844,1.0000396
0.4534625,0.081,3.3134227,2.1336744
0.5370719,0.742,1.0070431,1.0037824
0.4267344,0.497,1.0219278,1.0088762
0.088625,0.305,0.9999056,1.0000744
0.807,0.261,3.0284758,2.5855634
0.78805,0.012,3.9573822,3.2470365
0.8845062,0.325,2.910684,2.517333
0.8647031,0.396,2.572897,2.1955585
0.28362188,0.348,1.0000606,1.000138
0.52682185,0.723,1.0073075,1.0038502
0.67990315,0.477,1.6981064,1.4314936
0.95440626,0.664,1.7797873,1.5467453
0.7700844,0.116,3.5693142,3.0265667
0.37705937,0.764,1.000469,1.000181
0.94158125,0.734,1.5507265,1.3704338
0.053071875,0.264,1.000063,0.9998997
0.090903126,0.032,0.9996947,0.999591
0.60141873,0.362,1.9371014,1.5646265
0.7814031,0.561,1.6876466,1.4477661
0.8699688,0.881,1.1601052,1.0986772
0.15234688,0.105,1.0001981,0.9999586
0.16259688,0.388,0.9999285,1.0000191
0.062309373,0.539,1.0001041,1.0000138
0.9020187,0.525,2.1396859,1.8295108
0.89000624,0.953,1.1167452,1.079865
0.21135,0.419,0.99990815,1.0000322
0.605075,0.899,1.0033668,1.0018291
0.31889376,0.295,1.0189583,1.0043495
0.7657469,0.05,3.8150399,3.170926
0.1153875,0.925,0.9999749,1.0000938
0.7513969,0.165,3.347732,2.8243542
0.50280315,0.198,2.5429351,1.8575003
0.31306875,0.049,2.955564,1.32657
0.8112375,0.276,2.9720116,2.5359066
0.24920624,0.534,1.0002992,1.0002875
0.18198125,0.033,0.9984638,0.9979174
0.9003375,0.498,2.2407234,1.9147761
0.48125312,0.613,1.0137639,1.0062603
0.59194064,0.88,1.0033171,1.0018256
0.5815312,0.258,2.4507382,1.909285
0.72633123,0.267,2.828436,2.3468478
0.36029062,0.91,1.0000595,1.0000257
0.28074688,0.472,1.0001189,1.0002452
0.13193437,0.172,0.9998411,0.99974585
0.7173344,0.478,1.8115441,1.5226854
0.6041625,0.463,1.5029445,1.2837191
0.48666874,0.64,1.009907,1.0046618
0.8295219,0.483,2.1171415,1.7919148
0.057384375,0.377,1.0000153,0.99993396
0.32613125,0.305,1.0233986,1.0057219
0.51181877,0.074,3.481998,2.4224982
0.6723969,0.209,2.9958253,2.4369516
0.5502969,0.193,2.7574925,2.082059
0.10767812,0.641,1.0001539,1.0001436
0.75778437,0.844,1.0817177,1.0446602
0.26195937,0.696,1.0004512,1.0002654
0.092071876,0.119,0.9996409,0.9996875
0.15575938,0.051,1.0004978,0.9994292
0.49919063,0.979,1.0002787,1.0002663
0.315775,0.438,1.0002258,1.0001111
0.23269688,0.448,0.9999114,1.0001103
0.40082812,0.934,1.0001359,1.0002341
0.4345125,0.06,3.4587216,2.107179
0.5931031,0.284,2.337222,1.8393874
0.09664375,0.759,1.0001695,1.000123
0.6679094,0.067,3.6901605,2.934218
0.3725125,0.096,2.802349,1.6027222
0.0408875,0.334,1.0000149,0.99986297
0.66511875,0.666,1.1605635,1.0871658
0.23106563,0.997,0.9999532,0.9998541
0.14349687,0.02,1.0010142,0.99942863
0.6122469,0.822,1.0124042,1.006405
0.5293469,0.13,3.1255195,2.2798996
0.629475,0.078,3.6032085,2.805967
0.7298281,0.078,3.6868865,3.0468104
0.84938437,0.588,1.7742524,1.525124
0.5100656,0.183,2.6834135,1.9586557
0.21204688,0.362,0.9995979,0.9999165
0.37935314,0.39,1.0360199,1.012787
0.045728125,0.065,0.999474,0.9996511
0.37750313,0.563,1.0007927,1.0002794
0.7909688,0.695,1.3360398,1.2042854
0.009765625,0.128,1.0002015,0.999896
0.30213124,0.946,0.99969774,0.9997613
0.17220625,0.394,0.9999467,0.99999243
0.7456094,0.796,1.1110778,1.061327
0.5655375,0.055,3.6702557,2.6730137
0.16663438,0.11,1.0002239,0.99986476
0.6879594,0.312,2.4977717,2.0396721
0.8020625,0.463,2.1243773,1.7895626
0.3526469,0.619,1.0003405,1.0000697
0.5753313,0.942,1.0011525,1.0005807
0.8466281,0.152,3.5111294,3.062614
0.73361564,0.015,3.9400423,3.1513996
0.17430937,0.856,1.0000806,0.9999664
0.8170594,0.329,2.752313,2.3371537
0.9193875,0.24,3.289054,2.904582
0.92335,0.55,2.0979643,1.7994092
0.2226625,0.298,0.9995118,0.9998524
0.16701563,0.101,1.000248,0.99977607
0.7523781,0.11,3.576437,3.0081997
0.6982375,0.013,3.943764,3.0825505
0.58594376,0.748,1.0201349,1.0104153
0.9081031,0.267,3.1760592,2.786691
0.12820625,0.849,1.0000471,1.0000817
0.6070625,0.176,3.0255294,2.3700404
0.008,0.604,1.0002084,1.0000844
0.0029875,0.1,1.0002009,0.9999833
0.76510626,0.341,2.5705016,2.1484504
0.28770313,0.997,0.999614,0.9997556
0.6392406,0.421,1.7956077,1.4853115
0.10288125,0.828,1.0001041,1.0001147
0.49380937,0.621,1.0169597,1.0078439
0.16405313,0.545,1.000158,1.0002258
0.8149875,0.474,2.1143808,1.7854129
0.84205,0.747,1.3249624,1.201
0.40415314,0.078,3.1896873,1.8733509
0.90559065,0.734,1.4768542,1.3123778
0.43474063,0.884,1.000179,1.0003839
0.19352187,0.17,1.0000544,0.9998112
0.0235875,0.043,0.99945986,0.9997444
0.036003124,0.068,0.9995729,0.99968547
0.90927815,0.546,2.0781054,1.779743
0.24692813,0.098,1.005569,0.998597
0.6926,0.857,1.0321612,1.0163134
0.0358375,0.374,0.9999762,0.99986315
0.16388437,0.616,1.0002096,1.0002176
0.31891564,0.333,1.0057877,1.0013494
0.93814063,0.103,3.7302995,3.3278816
0.23275937,0.018,1.0068352,0.9986165
0.07210313,0.936,0.99995077,1.0000489
0.25119376,0.173,1.0035801,0.99852824
0.2776625,0.094,1.4538438,1.0413944
0.7756906,0.453,2.0916998,1.7547269
0.2763219,0.54,1.0003381,1.0002807
0.12182187,0.622,1.0001392,1.0001799
0.0016375,0.033,0.9997402,1.0000653
0.6287625,0.289,2.434497,1.943593
0.13520938,0.225,0.9997858,0.999792
0.437275,0.042,3.627897,2.1713681
0.81832814,0.336,2.7242832,2.312347
0.30215624,0.613,1.0005393,1.0002495
0.03630625,0.722,1.0001392,1.0001317
0.17523438,0.485,1.0001049,1.0001445
0.93613124,0.754,1.4895271,1.3251657
0.5104219,0.352,1.600199,1.3086202
0.00729375,0.369,0.9999237,0.9998395
0.86719376,0.892,1.1452658,1.08981
0.577175,0.882,1.0022776,1.0012832
0.9341875,0.599,1.9474696,1.6774116
0.72461563,0.741,1.1466331,1.0816357
0.88343436,0.005,3.9857697,3.3833942
0.7415875,0.906,1.036958,1.0199106
0.30646876,0.728,1.0004334,1.0001782
0.50907815,0.835,1.0008552,1.0005511
0.24673125,0.481,1.0000452,1.0001915
0.93314064,0.05,3.8691707,3.4102378
0.28765938,0.13,1.292641,1.0379325
0.3816125,0.261,1.3556292,1.1275904
0.7308469,0.574,1.5098205,1.31357
0.53049064,0.671,1.0187169,1.0092387
0.6112094,0.372,1.9241494,1.5610044
0.2318625,0.902,0.9999852,0.9999471
0.21200937,0.55,1.0003068,1.0002099
0.579575,0.886,1.0022727,1.001276
0.924225,0.255,3.2428195,2.8612406
0.61100626,0.227,2.7356844,2.1556592
0.10344063,0.258,0.99978185,1.0000085
0.80266875,0.838,1.1306111,1.0750448
0.90782815,0.639,1.750206,1.5164195
0.1544625,0.09,1.000259,0.9998841
0.75126874,0.103,3.603341,3.025855
0.75180936,0.631,1.4024582,1.2444345
0.28830937,0.081,1.9190218,1.1027132
0.7598063,0.084,3.6841254,3.0919595
0.7379938,0.793,1.1058905,1.0581187
0.7929937,0.048,3.83266,3.2203171
0.075315624,0.793,1.0001491,1.00011
0.30541876,0.764,1.0003238,1.0001202
0.6700906,0.193,3.0741231,2.4984775
0.91578126,0.39,2.7116508,2.3416564
0.7414375,0.396,2.2455916,1.8649817
0.49215314,0.28,1.9142684,1.4712182
0.55156875,0.78,1.0056076,1.0031117
0.5686875,0.764,1.0110086,1.0058447
0.12966876,0.079,1.0000358,0.999787
0.54011875,0.752,1.0064877,1.0035244
0.883375,0.529,2.0771072,1.7729872
0.5918594,0.208,2.7925427,2.1727822
0.21405,0.79,1.0001814,1.0000827
0.1127875,0.654,1.0001543,1.0001497
0.06397813,0.827,1.0000825,1.0000925
0.2949781,0.321,1.002013,0.999952
0.40180624,0.808,1.0003953,1.0002984
0.57180315,0.971,1.0009863,1.0004508
0.5353219,0.996,1.00068,1.0002989
0.75661874,0.167,3.3465466,2.8291533
0.07124688,0.31,0.999994,1.0000012
0.94163436,0.31,3.0701365,2.6975768
0.6886531,0.581,1.3815298,1.2229837
0.9157031,0.469,2.393356,2.051846
0.48337188,0.39,1.3264205,1.1547697
0.7124719,0.124,3.4754858,2.876492
0.66433126,0.74,1.0777264,1.040954
0.0613625,0.455,1.0000328,0.9999675
0.13259688,0.982,0.9998958,1.0000577
0.47239688,0.429,1.1803448,1.0819098
0.5183312,0.308,1.87446,1.4705735
0.36055312,0.319,1.0797979,1.025888
0.143475,0.756,1.0001397,1.0001063
0.16786875,0.951,0.9999368,0.9999033
0.11345313,0.042,0.9999544,0.9996393
0.10779688,0.469,1.0000045,1.0001848
0.8044062,0.167,3.4093175,2.9330382
0.18468125,0.992,0.99994975,0.9998352
0.8472094,0.649,1.5758729,1.3768929
0.7420656,0.475,1.8993046,1.5949637
0.634675,0.993,1.0021536,1.0013539
0.37462187,0.174,1.9293025,1.3210758
0.6048,0.45,1.5534853,1.3152773
0.68592185,0.995,1.0065818,1.0040975
0.097046874,0.338,0.9999011,1.0001256
0.44989374,0.841,1.0002604,1.0002992
0.34632814,0.259,1.1627616,1.0486255
0.8622031,0.69,1.4968592,1.3218223
0.9419,0.71,1.615856,1.4189049
0.5613094,0.406,1.5707431,1.3124876
0.7860781,0.546,1.7531351,1.4968814
0.35073438,0.501,1.0006648,1.0001961
0.43270937,0.785,1.0004015,1.0002749
0.5419969,0.249,2.3534782,1.7955673
0.25660625,0.998,0.99978137,0.99985343
0.73466563,0.151,3.385106,2.8357353
0.6900344,0.96,1.0089517,1.0051272
0.072578125,0.531,1.0000951,1.0000328
0.28898126,0.115,1.4565767,1.0577534
0.023878125,0.727,1.0001144,1.0001466
0.6125406,0.042,3.7772844,2.8425028
0.58031875,0.726,1.0243706,1.012495
0.64259064,0.015,3.9257758,2.954779
0.49244687,0.371,1.4348068,1.2125334
0.3696375,0.659,1.0004451,1.0001073
0.70711875,0.071,3.7002666,3.0151463
0.28605938,0.894,0.999823,0.99985427
0.19935313,0.231,0.99966097,0.99985534
0.12455937,0.285,0.999778,0.9999909
0.67407185,0.403,1.9988623,1.6442451
0.29382187,0.209,1.0379667,1.00653
0.44445,0.804,1.0003731,1.0002903
0.8002281,0.533,1.8398899,1.565243
0.030371875,0.084,0.99976975,0.999731
0.879575,0.395,2.6116009,2.2361677
0.28518438,0.492,1.0001936,1.0002488
0.47384062,0.586,1.0179803,1.0079626
0.71695626,0.079,3.6734776,3.0173736
0.15340938,0.427,0.9999796,1.0001445
0.53195935,0.763,1.0042903,1.0024129
0.8032594,0.305,2.8278885,2.3984807
0.77645624,0.537,1.7589688,1.4991308
0.2203125,0.672,1.0003307,1.0002207
0.67770314,0.873,1.021136,1.010554
0.16571562,0.532,1.0001471,1.0002165
0.7949844,0.735,1.2643331,1.1578406
0.8315375,0.76,1.281597,1.1715143
0.17350937,0.656,1.0002404,1.000192
0.6680125,0.232,2.8639412,2.3232613
0.47089374,0.199,2.3848512,1.7061912
0.6912125,0.591,1.361821,1.2108197
0.35590312,0.189,1.6123469,1.1901327
0.030840624,0.556,1.0001107,1.0000346
0.7512,0.205,3.1719809,2.6711247
0.6210344,0.021,3.8905134,2.8946164
0.73756874,0.018,3.9287472,3.1569066
0.81049687,0.51,1.956546,1.6579891
0.6843,0.126,3.431088,2.8001578
0.80663437,0.397,2.423787,2.0414684
0.1436375,0.716,1.0001636,1.000139
0.32764375,0.075,2.664165,1.3639436
0.52725935,0.17,2.838835,2.0928643
0.824275,0.586,1.7163012,1.476841
0.92342186,0.487,2.3403282,2.0072439
0.63364065,0.389,1.9240165,1.5719702
0.8088281,0.247,3.09157,2.645487
0.83211565,0.03,3.9036994,3.3016343
0.7383625,0.729,1.1823795,1.1035477
0.081225,0.408,0.9999952,1.0000598
0.286925,0.912,0.9997672,0.9998241
0.2759,0.148,1.0541849,1.0070531
0.71120936,0.902,1.0252373,1.0130434
0.09801562,0.253,0.99979675,1.0000077
0.78709376,0.118,3.5773075,3.0539608
0.92941564,0.564,2.0610862,1.7699327
0.95425624,0.715,1.6285508,1.4301757
0.74034685,0.34,2.5085094,2.0817332
0.88386565,0.879,1.1789737,1.111686
0.64204377,0.431,1.7615163,1.4630494
0.51040936,0.832,1.0008988,1.0005795
0.89269376,0.089,3.7463315,3.2965574
0.48083124,0.626,1.0107341,1.0049568
0.083671875,0.454,1.0000205,1.0000687
0.35967812,0.848,1.0002495,1.0000615
0.90540624,0.766,1.4024425,1.2598554
0.231425,0.461,0.99999696,1.0001401
0.608125,0.964,1.0015308,1.000887
0.06699687,0.168,0.99982995,0.99982554
0.5704875,0.233,2.566725,1.978886
0.67876875,0.812,1.0436467,1.0224723
0.39685,0.327,1.183436,1.0694464
0.20819688,0.059,0.9984155,0.99817866
0.15161875,0.289,0.99981123,0.99985534
0.89386874,0.149,3.5646732,3.1511593
0.9137875,0.262,3.2028227,2.816096
0.33422187,0.334,1.0171039,1.0045577
0.53356564,0.573,1.0798723,1.0383935
0.297675,0.525,1.0002769,1.0002323
0.15095,0.48,1.0000536,1.0002195
0.25855312,0.495,1.0001161,1.0002233
0.581475,0.436,1.5250676,1.2913009
0.519775,0.801,1.0016139,1.0010127
0.01738125,0.01,0.9990941,0.99980104
0.7296719,0.996,1.0148672,1.0094781
0.34368125,0.008,3.887274,1.6380956
0.82198435,0.694,1.4012674,1.2508715
0.42940626,0.607,1.0024586,1.0013793
0.44628438,0.618,1.003755,1.001938
0.16153437,0.959,0.99991643,0.999927
0.6698344,0.684,1.142945,1.0773735
0.55293435,0.878,1.0014092,1.0007943
0.062265623,0.944,0.9999065,1.0000225
0.52751875,0.417,1.3986366,1.2038739
0.2985625,0.06,2.5126333,1.2012817
0.3360375,0.022,3.6566648,1.5619808
0.6721594,0.819,1.0367086,1.0187459
0.74582815,0.058,3.7758121,3.1207259
0.40345937,0.846,1.0003376,1.0003126
0.44009688,0.281,1.6122502,1.2724888
0.13976875,0.785,1.0001123,1.0000901
0.8667875,0.502,2.1396177,1.8206484
0.029790625,0.193,1.0001488,0.9998226
0.1833875,0.189,0.999886,0.9999449
0.52967185,0.725,1.0076425,1.0040286
0.21897812,0.494,1.0002048,1.0001765
0.92349374,0.99,1.1322072,1.0977174
0.206,0.842,1.0001287,0.9999963
0.35042813,0.949,0.99993604,0.99996454
0.19486563,0.185,0.99995923,0.9998455
0.046990626,0.187,1.0000489,0.999829
0.11165625,0.254,0.99975663,0.9999712
0.7349156,0.356,2.415986,2.0013006
0.5266188,0.14,3.04841,2.2253308
0.05689375,0.618,1.0001731,1.000065
0.5864844,0.95,1.0012455,1.0006586
0.36865625,0.689,1.0004594,1.0001279
0.64559686,0.464,1.6375517,1.3808333
0.87717813,0.405,2.5642898,2.192383
0.08361875,0.105,0.99960303,0.9996764
0.006978125,0.649,1.0002078,1.0001107
0.49286875,0.753,1.0014987,1.0009817
0.4333125,0.575,1.0056019,1.0026424
0.118325,0.82,1.0000913,1.0001066
0.9285687,0.531,2.1822608,1.8717995
0.11726563,0.098,0.99982953,0.9996826
0.20442812,0.01,1.0037997,0.9979114
0.24433126,0.452,0.9998914,1.0001246
0.30770314,0.946,0.9997155,0.99976546
0.4987625,0.517,1.0907944,1.041975
0.85455936,0.81,1.2340087,1.1424443
0.79200625,0.887,1.0787644,1.0447444
0.65264374,0.856,1.0170646,1.0085175
0.85936564,0.953,1.0899811,1.0600563
0.20235312,0.485,1.0001688,1.0001249
0.32054687,0.61,1.0004644,1.0001601
0.5202969,0.553,1.0824826,1.0390868
0.00206875,0.368,0.9999347,0.99983144
0.18574375,0.269,0.9996655,0.9998708
0.8966031,0.119,3.65959,3.2348275
0.14705312,0.065,1.0003316,0.99977875
0.34224376,0.143,1.9031671,1.2483795
0.28108126,0.285,1.0020604,0.9996802
0.40997812,0.052,3.4829478,1.9950012
0.36356875,0.791,1.0004275,1.000112
0.43188125,0.022,3.803221,2.1815705
0.6985469,0.628,1.2914217,1.1675631
0.91033435,0.364,2.8047752,2.4273636
0.45120314,0.77,1.0005565,1.0003667
0.28708437,0.233,1.0084574,1.0006609
0.20920312,0.778,1.0002007,1.0000921
0.800025,0.974,1.043266,1.0286227
0.358575,0.348,1.0403148,1.0128672
0.35223436,0.308,1.0750049,1.0231136
0.85027814,0.432,2.3848732,2.0241187
0.29609063,0.318,1.0022757,0.9999752
0.25971562,0.94,0.999785,0.9998784
0.094528124,0.199,0.99973464,0.9998809
0.2935375,0.029,3.1770244,1.2206856
0.947475,0.75,1.5220487,1.3502129
0.2367625,0.862,1.0000176,1.0000026
0.16300938,0.833,1.0000869,1.0000079
0.446175,0.296,1.5622485,1.253279
0.059846874,0.349,1.0000204,0.9999435
0.62233436,0.578,1.2323866,1.1251831
0.043825,0.627,1.0001693,1.0000821
0.57592815,0.026,3.847938,2.7598116
0.7914063,0.251,3.0421178,2.5872946
0.4332375,0.751,1.0005281,1.000288
0.41333124,0.058,3.4296932,1.9963049
0.059846874,0.844,1.0000441,1.0000833
0.06693438,0.554,1.000119,1.0000304
0.23979375,0.128,1.0041364,0.9981639
0.031696875,0.839,0.9999335,1.0000926
0.9305469,0.088,3.7673252,3.348127
0.6270375,0.415,1.7788327,1.4692144
0.6855219,0.874,1.0236773,1.0118779
0.61934376,0.913,1.0037565,1.0020192
0.25709376,0.878,0.9999113,0.99995685
0.122190624,0.407,0.99992967,1.0002098
0.39948437,0.461,1.0170677,1.0066662
0.8097406,0.509,1.9583738,1.6592306
0.10623437,0.098,0.99972093,0.9996456
0.8507875,0.371,2.646906,2.256968
0.2936,0.281,1.0042222,1.0000947
0.57443124,0.512,1.2644862,1.1382471
0.2611875,0.026,2.3325973,1.0388736
0.68960935,0.818,1.0474362,1.024535
0.62924063,0.277,2.5037212,1.9970604
0.07687812,0.984,0.9999264,1.000041
0.023,0.653,1.0001717,1.0001287
0.110696875,0.736,1.00016,1.0001297
0.49540624,0.991,1.0002406,1.0002731
0.6905562,0.366,2.232169,1.8294106
0.79994375,0.741,1.2620593,1.1566957
0.9518,0.391,2.7813458,2.419947
0.4060875,0.845,1.0003333,1.0003248
0.23321874,0.075,1.006371,0.9980211
0.4670875,0.956,1.000073,1.0003442
0.52138126,0.953,1.0005863,1.0002922
0.6504625,0.894,1.0097717,1.0049026
0.042846873,0.627,1.0001678,1.0000834
0.85524064,0.779,1.287094,1.1769332
0.58699375,0.122,3.301069,2.526973
0.40724376,0.447,1.0302545,1.0116909
0.62675,0.986,1.0018698,1.001159
0.8078531,0.281,2.9435053,2.5073888
0.789825,0.364,2.528489,2.1245909
0.25658125,0.888,0.99989,0.99994457
0.19185625,0.337,0.9997316,0.9998892
0.31440938,0.017,3.6414306,1.394803
0.304775,0.995,0.9996308,0.99972945
0.52936876,0.047,3.6882927,2.5650222
0.82870626,0.774,1.2523384,1.1523013
0.3039625,0.394,1.0003638,1.0001084
0.30215624,0.977,0.9996414,0.9997357
0.685175,0.198,3.07997,2.5217214
0.44949687,0.424,1.1296953,1.0559196
0.48099062,0.131,2.9770403,2.0626042
0.8175375,0.742,1.2907629,1.1765184
0.51795626,0.912,1.0006502,1.0003408
0.89724064,0.963,1.117613,1.0823874
0.71645,0.992,1.0119108,1.0074896
0.73340315,0.772,1.1218649,1.0673376
0.6143,0.715,1.051002,1.0261645
0.8899594,0.407,2.5855033,2.2161496
0.89425623,0.348,2.8368325,2.4513237
0.68679374,0.237,2.8840542,2.359283
0.0687375,0.811,1.0001185,1.0001025
0.33193436,0.769,1.0003974,1.0000931
0.22559687,0.566,1.0003809,1.0002598
0.7337594,0.044,3.8252525,3.1211488
0.0171375,0.235,1.0000943,0.9998302
0.8317625,0.656,1.5201033,1.3348346
0.18899062,0.028,0.99690783,0.9976987
0.4968719,0.85,1.0006158,1.0004091
0.24808438,0.011,1.7952676,1.0098532
0.102675,0.449,0.9999901,1.0001665
0.5487969,0.822,1.0026739,1.0015681
0.66608125,0.778,1.0531148,1.0276026
0.6345625,0.903,1.0061496,1.0031688
0.94945,0.506,2.3277946,2.0029318
0.40076876,0.057,3.4055848,1.9253088
0.88158435,0.097,3.716591,3.264143
0.25999063,0.248,1.0007918,0.99970096
0.5202,0.962,1.0005541,1.000283
0.457875,0.749,1.0007188,1.0005037
0.15520625,0.94,0.99992806,0.9999585
0.41971874,0.286,1.4622526,1.1919155
0.5971406,0.094,3.4792671,2.6614206
0.37072188,0.198,1.6786604,1.2299947
0.7784125,0.233,3.0966284,2.6272929
0.41975936,0.128,2.7428894,1.7581143
0.000221875,0.801,0.99995697,1.0000993
0.7041406,0.862,1.035839,1.0183355
0.7552281,0.566,1.6000906,1.3801372
0.01156875,0.677,1.0001727,1.0001346
0.7947125,0.267,2.9783726,2.5310009
0.249775,1.0,0.99983454,0.9998623
0.52720624,0.183,2.746881,2.0328503
0.01274375,0.356,0.99992067,0.99983615
0.44595626,0.497,1.0388932,1.0162184
0.23555,0.02,1.0273607,0.9991274
0.19118126,0.183,0.99994224,0.9998736
0.086875,0.95,0.9999663,1.0000775
0.16173124,0.902,0.9999883,0.99995244
0.7019,0.052,3.778118,3.043124
0.166175,0.492,1.0000963,1.000182
0.77597815,0.293,2.8210483,2.375725
0.81574064,0.868,1.1149601,1.0667766
0.05014375,0.971,0.9998245,0.9999801
0.72466564,0.896,1.0327541,1.017146
0.12840626,0.746,1.0001394,1.000124
0.28400937,0.128,1.2476028,1.0301875
0.5624313,0.605,1.085355,1.042228
0.592675,0.236,2.6240857,2.048876
0.13957188,0.463,1.0000124,1.0002322
0.2584625,0.491,1.000098,1.0002158
0.56975,0.846,1.0032258,1.001833
0.531475,0.393,1.5067213,1.2650344
0.2111,0.233,0.9997812,0.999843
0.64585626,0.444,1.7193379,1.4357077
0.5458656,0.621,1.052896,1.0257518
0.23535,0.532,1.0003203,1.0002662
0.18550937,0.217,0.9997514,0.9999217
0.77466875,0.369,2.465424,2.0630355
0.2905844,0.754,1.0003362,1.0001504
0.095275,0.221,0.99976397,0.9999367
0.23740625,0.413,0.9996956,1.0000277
0.006328125,0.195,1.0001514,0.9998753
0.8561969,0.64,1.6237983,1.4132098
0.52651876,0.313,1.884263,1.4826342
0.9515125,0.812,1.3891644,1.2566406
0.19195625,0.358,0.9998006,0.9999137
0.23308125,0.299,0.9996965,0.99995965
0.09171563,0.055,0.99963284,0.99960536
0.5047906,0.06,3.571771,2.4360254
0.6042125,0.316,2.1950746,1.7465962
0.56394374,0.298,2.1390784,1.6752013
0.15076876,0.754,1.0001521,1.0001022
0.0691125,0.774,1.0001595,1.0001093
0.672,0.455,1.7612382,1.4729607
0.8672375,0.703,1.474303,1.306329
0.47474375,0.816,1.0005322,1.0003905
0.16419375,0.659,1.000221,1.00019
0.76878124,0.004,3.9850476,3.2177477
0.5066281,0.365,1.5224563,1.2643591
0.64505315,0.656,1.1431631,1.0763533
0.91043437,0.342,2.892551,2.5111706
0.6546094,0.657,1.1567827,1.0844715
0.52991873,0.51,1.1606989,1.0784117
0.48900938,0.048,3.6408455,2.4011655
0.5839656,0.29,2.2671084,1.7810189
0.30439374,0.282,1.0086157,1.0015215
0.46739063,0.175,2.5617607,1.7969761
0.14279063,0.646,1.0001721,1.0001941
0.00915625,0.352,0.99991834,0.9998324
0.38040626,0.218,1.6082839,1.2170998
0.35934687,0.18,1.7233394,1.2285283
0.6795156,0.91,1.0135946,1.0068915
0.416725,0.15,2.505748,1.6448898
0.00785625,0.615,1.000211,1.000092
0.66419065,0.425,1.8643535,1.5428232
0.37321874,0.929,1.0000696,1.000079
0.49621874,0.77,1.0012805,1.0008613
0.85024685,0.641,1.606595,1.3997242
0.14918125,0.263,0.99980766,0.99982053
0.628025,0.562,1.280325,1.1535589
0.9076875,0.174,3.497383,3.0999997
0.90036875,0.295,3.0579953,2.666948
0.003475,0.176,1.0001864,0.9999048
0.7913156,0.325,2.7102797,2.2855997
0.4326,0.9,1.0001684,1.0003971
0.56752187,0.303,2.1244493,1.6684171
0.34350625,0.472,1.0007925,1.0002435
0.035171874,0.314,1.0000206,0.99984473
0.63944376,0.529,1.3964484,1.2250503
0.7684,0.337,2.5978465,2.1739433
0.6145,0.969,1.0016453,1.0009755
0.73323125,0.777,1.1164478,1.0641637
0.14844374,0.599,1.0001662,1.0002276
0.6917281,0.07,3.6938536,2.983233
0.6561469,0.26,2.6807752,2.1619174
0.39164063,0.657,1.0005805,1.0001523
0.18226875,0.86,1.0000924,0.9999549
0.8056469,0.573,1.7115084,1.4698946
0.6342469,0.486,1.5190052,1.3008813
0.6310656,0.761,1.0383755,1.0197399
0.08945,0.94,0.9999781,1.0000842
0.49205938,0.511,1.0871673,1.0398962
0.024740625,0.245,1.000094,0.9998258
0.4669125,0.384,1.283446,1.1297196
0.46800625,0.296,1.6849124,1.3283428
0.840175,0.357,2.682734,2.2849352
0.8678219,0.693,1.501224,1.3255742
0.30480626,0.03,3.27781,1.3015505
0.12085938,0.077,0.99991596,0.99970925
